PORSCHE, GTI Klappe,399.0,399
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
Samsung, Tablet Master,399.9,399.8999999999999772626324556767940521240234375
APPLE, iMac,2002.0,2002
Echad, Enlightenment Now,100.0,100
OSHO, Danger: Truth at work!,29.9,29.89999999999999857891452847979962825775146484375
APPLE, iMac,2002.0,2002
Echad, Enlightenment Now,100.0,100
Echad, Enlightenment Now,100.0,100
Echad, Enlightenment Now,100.0,100
Echad, Enlightenment Now,100.0,100
Echad, Enlightenment Now,100.0,100
Black & Decker, Power Bohrer 5000,299.9,299.8999999999999772626324556767940521240234375
Black & Decker, Power Bohrer 5000,299.9,299.8999999999999772626324556767940521240234375
Black & Decker, Power Bohrer 5000,299.9,299.8999999999999772626324556767940521240234375
Black & Decker, Power Bohrer 5000,299.9,299.8999999999999772626324556767940521240234375
Black & Decker, Power Bohrer 5000,299.9,299.8999999999999772626324556767940521240234375
Black & Decker, Power Bohrer 5000,299.9,299.8999999999999772626324556767940521240234375
Black & Decker, Power Bohrer 5000,299.9,299.8999999999999772626324556767940521240234375
PORSCHE, GTI Klappe,399.0,399
VOLVO (SE), AirCooler S3000,199.9,199.900000000000005684341886080801486968994140625
BENETTON, Rollkragen Pullover,129.9,129.900000000000005684341886080801486968994140625
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
OSHO, Danger: Truth at work!,29.9,29.89999999999999857891452847979962825775146484375
OSHO, Danger: Truth at work!,29.9,29.89999999999999857891452847979962825775146484375
Samsung, Tablet Master,399.9,399.8999999999999772626324556767940521240234375
Samsung, Tablet Master,399.9,399.8999999999999772626324556767940521240234375
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
OSHO, Danger: Truth at work!,29.9,29.89999999999999857891452847979962825775146484375
APPLE, iMac,2002.0,2002
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
DISNEY, Donald DUck,50.9,50.89999999999999857891452847979962825775146484375
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
BENETTON, Rollkragen Pullover,129.9,129.900000000000005684341886080801486968994140625
LernTech, Neuro Enhancer,29.9,29.89999999999999857891452847979962825775146484375
PORSCHE, GTI Klappe,399.0,399
UNILEVER, Ajax Reiniger,1.29,12.9000000000000003552713678800500929355621337890625
BENETTON, Rollkragen Pullover,129.9,259.80000000000001136868377216160297393798828125
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
UNILEVER, Ajax Reiniger,1.29,1.29000000000000003552713678800500929355621337890625
UNILEVER, Ajax Reiniger,1.29,6.45000000000000017763568394002504646778106689453125
UNILEVER, Ajax Reiniger,1.29,6.45000000000000017763568394002504646778106689453125
PORSCHE, GTI Klappe,399.0,1596
UNILEVER, Ajax Reiniger,1.29000000000000003552713678800500929355621337890625,6.45000000000000017763568394002504646778106689453125
Samsung, Tablet Master,399.8999999999999772626324556767940521240234375,2399.399999999999636202119290828704833984375
OSHO, Danger: Truth at work!,29.89999999999999857891452847979962825775146484375,149.5
VOLVO (SE), AirCooler S3000,199.900000000000005684341886080801486968994140625,799.6000000000000227373675443232059478759765625
PORSCHE, GTI Klappe,399,798
DISNEY, Donald DUck,50.89999999999999857891452847979962825775146484375,152.69999999999998863131622783839702606201171875
Binford (US), Power 3000 Bohrmaschine,299.8999999999999772626324556767940521240234375,899.6999999999999317878973670303821563720703125
LernTech, Neuro Enhancer,29.89999999999999857891452847979962825775146484375,89.69999999999998863131622783839702606201171875
Samsung, Tablet Master,399.8999999999999772626324556767940521240234375,1199.6999999999998181010596454143524169921875
UNILEVER, Ajax Reiniger,1.29000000000000003552713678800500929355621337890625,6.45000000000000017763568394002504646778106689453125
LernTech, Neuro Enhancer,29.89999999999999857891452847979962825775146484375,3,89.69999999999998863131622783839702606201171875
OSHO, Danger: Truth at work!,29.89999999999999857891452847979962825775146484375,556,16624.39999999999781721271574497222900390625
APPLE, iMac,2002,2,4004
LernTech, Neuro Enhancer,29.89999999999999857891452847979962825775146484375,3,89.69999999999998863131622783839702606201171875
